"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-30","2017","05","30","","13.7","","10.4","","12.1","","5.9","","0.0","","8.0","","0.0","","8.0","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-05-31","2017","05","31","","15.9","","8.0","","12.0","","6.0","","0.0","","0.6","","0.0","","0.6","","","","","","<31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-01","2017","06","01","","19.6","","10.6","","15.1","","2.9","","0.0","","0.0","T","0.0","","0.0","T","","","27","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-02","2017","06","02","","19.0","","10.5","","14.8","","3.2","","0.0","","1.0","","0.0","","1.0","","","","15","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-03","2017","06","03","","17.3","","8.9","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","27","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-04","2017","06","04","","19.0","","8.3","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","30","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-05","2017","06","05","","21.1","E","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","28","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-06","2017","06","06","","25.5","","9.7","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","","","4","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-07","2017","06","07","","21.5","","10.4","","16.0","","2.0","","0.0","","0.0","T","0.0","","0.0","T","","","15","","28",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-08","2017","06","08","","16.9","","11.1","","14.0","","4.0","","0.0","","11.6","","0.0","","11.6","","","","25","","69",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-09","2017","06","09","","17.6","","5.5","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","11","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-10","2017","06","10","","17.7","","9.1","","13.4","","4.6","","0.0","","0.0","T","0.0","","0.0","T","","","15","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-11","2017","06","11","","20.0","","10.2","","15.1","","2.9","","0.0","","0.0","","0.0","","0.0","","","","28","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-12","2017","06","12","","19.7","","11.7","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","24","","39",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-13","2017","06","13","","18.8","","11.2","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","26","","39",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-14","2017","06","14","","15.7","","10.3","","13.0","","5.0","","0.0","","0.0","T","0.0","","0.0","T","","","25","","39",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-15","2017","06","15","","15.2","","10.8","","13.0","","5.0","","0.0","","12.4","","0.0","","12.4","","","","13","","48",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-16","2017","06","16","","21.0","","12.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","24","","48",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-17","2017","06","17","","15.0","","8.4","","11.7","","6.3","","0.0","","0.2","","0.0","","0.2","","","","29","","30",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-18","2017","06","18","","14.0","","10.8","","12.4","","5.6","","0.0","","2.4","","0.0","","2.4","","","","3","","15",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-19","2017","06","19","","20.9","","13.1","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","","","16","","20",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-20","2017","06","20","","21.8","","11.6","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","27","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-21","2017","06","21","","20.6","","8.5","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","","","29","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-22","2017","06","22","","22.2","","8.3","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","","","5","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-23","2017","06","23","","25.3","","9.4","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","36","","20",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-24","2017","06","24","","28.4","","11.2","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","","","8","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-25","2017","06","25","","29.4","","14.6","","22.0","","0.0","","4.0","","0.0","","0.0","","0.0","","","","2","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-26","2017","06","26","","21.3","","13.3","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","5","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-27","2017","06","27","","19.5","","9.8","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","","","15","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-28","2017","06","28","","19.6","","10.5","","15.1","","2.9","","0.0","","0.0","","0.0","","0.0","","","","14","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-29","2017","06","29","","22.3","","10.5","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","12","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-06-30","2017","06","30","","24.8","","11.3","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","12","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-01","2017","07","01","","19.5","","13.1","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","","","15","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-02","2017","07","02","","22.7","","10.9","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","26","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-03","2017","07","03","","20.2","","12.8","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","27","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-04","2017","07","04","","22.7","","10.7","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","6","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-05","2017","07","05","","26.3","","10.9","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","","","24","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-06","2017","07","06","","24.1","","12.5","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","13","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-07","2017","07","07","","25.5","","11.3","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","","","13","","28",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-08","2017","07","08","","23.8","","11.6","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","28","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-09","2017","07","09","","24.4","","15.3","","19.9","","0.0","","1.9","","0.0","","0.0","","0.0","","","","29","","28",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-10","2017","07","10","","20.1","","12.4","","16.3","","1.7","","0.0","","0.0","T","0.0","","0.0","T","","","9","","28",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-11","2017","07","11","","21.6","","12.5","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","","","13","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-12","2017","07","12","","21.0","","12.4","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","9","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-13","2017","07","13","","21.6","","14.5","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","15","","35",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-14","2017","07","14","","21.9","","11.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","13","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-15","2017","07","15","","24.4","","13.8","","19.1","","0.0","","1.1","","0.0","","0.0","","0.0","","","","25","","43",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-16","2017","07","16","","20.9","","13.4","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","23","","35",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-17","2017","07","17","","24.1","","11.2","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","30","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-18","2017","07","18","","25.2","","11.5","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","","","12","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-19","2017","07","19","","20.9","","11.8","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","29","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-20","2017","07","20","","23.4","","14.8","","19.1","","0.0","","1.1","","0.0","T","0.0","","0.0","T","","","28","","35",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-21","2017","07","21","","18.5","","12.9","","15.7","","2.3","","0.0","","0.0","T","0.0","","0.0","T","","","29","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-22","2017","07","22","","22.0","","13.9","","18.0","","0.0","","0.0","","0.0","T","0.0","","0.0","T","","","13","","20",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-23","2017","07","23","","22.1","","14.1","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","29","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-24","2017","07","24","","25.3","","12.4","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","","","7","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-25","2017","07","25","","24.7","","11.6","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","5","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-26","2017","07","26","","22.4","","12.0","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","14","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-27","2017","07","27","","21.7","","13.1","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","31","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-28","2017","07","28","","21.4","","10.3","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","","","13","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-29","2017","07","29","","20.9","","11.9","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","28","","28",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-30","2017","07","30","","24.8","","14.3","","19.6","","0.0","","1.6","","0.0","","0.0","","0.0","","","","27","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-07-31","2017","07","31","","26.3","","12.4","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","9","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-01","2017","08","01","","26.8","","13.0","","19.9","","0.0","","1.9","","0.0","","0.0","","0.0","","","","9","","17",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-02","2017","08","02","","29.6","","14.9","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","","","24","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-03","2017","08","03","","28.7","","14.6","","21.7","","0.0","","3.7","","0.0","","0.0","","0.0","","","","8","","20",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-04","2017","08","04","","25.8","","13.8","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","","","8","","17",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-05","2017","08","05","","19.5","","12.6","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","13","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-06","2017","08","06","","22.6","","12.3","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","12","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-07","2017","08","07","","24.5","","12.0","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","3","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-08","2017","08","08","","24.9","","11.9","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","","","10","","17",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-09","2017","08","09","","23.0","","12.2","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","","","12","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-10","2017","08","10","","23.6","","12.1","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","12","","20",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-11","2017","08","11","","21.9","","12.1","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","","","12","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-12","2017","08","12","","21.2","","12.3","","16.8","","1.2","","0.0","","2.0","","0.0","","2.0","","","","28","","43",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-13","2017","08","13","","22.9","","13.1","","18.0","","0.0","","0.0","","1.4","","0.0","","1.4","","","","23","","35",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-14","2017","08","14","","20.2","","12.6","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","14","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-15","2017","08","15","","21.9","","10.8","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","13","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-16","2017","08","16","","21.3","","11.5","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","29","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-17","2017","08","17","","21.8","","14.8","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","14","","30",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-18","2017","08","18","","24.9","","12.8","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","","","22","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-19","2017","08","19","","20.8","","12.3","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","13","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-20","2017","08","20","","21.6","","11.2","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","10","","30",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-21","2017","08","21","","25.8","","11.2","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","4","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-22","2017","08","22","","24.7","","14.0","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","12","","30",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-23","2017","08","23","","22.3","","12.6","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","29","","30",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-24","2017","08","24","","22.3","","12.5","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","25","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-25","2017","08","25","","21.3","","12.2","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","29","","28",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-26","2017","08","26","","25.6","","9.8","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","12","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-27","2017","08","27","","27.4","","13.0","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","11","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-28","2017","08","28","","28.2","","13.6","","20.9","","0.0","","2.9","","0.0","","0.0","","0.0","","","","6","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-29","2017","08","29","","26.4","","13.7","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","","","12","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-30","2017","08","30","","20.3","","12.2","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","","","12","","44",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-08-31","2017","08","31","","21.8","","13.2","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","12","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-01","2017","09","01","","24.2","","10.2","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","9","","20",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-02","2017","09","02","","26.8","","13.8","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","","","5","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-03","2017","09","03","","29.9","","14.5","","22.2","","0.0","","4.2","","0.0","","0.0","","0.0","","","","9","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-04","2017","09","04","","31.2","","14.3","","22.8","","0.0","","4.8","","0.0","","0.0","","0.0","","","","27","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-05","2017","09","05","","28.6","","17.2","","22.9","","0.0","","4.9","","0.0","","0.0","","0.0","","","","12","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-06","2017","09","06","","19.7","","13.4","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","12","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-07","2017","09","07","","20.5","","12.8","","16.7","","1.3","","0.0","","0.0","T","0.0","","0.0","T","","","35","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-08","2017","09","08","","19.9","","13.3","","16.6","","1.4","","0.0","","1.0","","0.0","","1.0","","","","12","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-09","2017","09","09","","17.0","","10.9","","14.0","","4.0","","0.0","","6.2","","0.0","","6.2","","","","28","","30",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-10","2017","09","10","","18.3","","10.1","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","","","29","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-11","2017","09","11","","22.7","","9.6","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","13","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-12","2017","09","12","","19.4","","12.7","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","11","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-13","2017","09","13","","20.5","","8.7","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","","","6","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-14","2017","09","14","","24.9","","9.9","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","30","","28",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-15","2017","09","15","","23.9","","7.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","","","11","","20",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-16","2017","09","16","","21.1","","7.8","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","11","","20",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-17","2017","09","17","","16.1","","8.4","","12.3","","5.7","","0.0","","0.8","","0.0","","0.8","","","","14","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-18","2017","09","18","","15.8","","8.2","","12.0","","6.0","","0.0","","1.4","","0.0","","1.4","","","","14","","35",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-19","2017","09","19","","14.7","","9.2","","12.0","","6.0","","0.0","","2.6","","0.0","","2.6","","","","10","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-20","2017","09","20","","16.0","","7.7","","11.9","","6.1","","0.0","","0.0","T","0.0","","0.0","T","","","33","","30",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-21","2017","09","21","","17.9","","7.1","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","10","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-22","2017","09","22","","19.1","","9.3","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","","","29","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-23","2017","09","23","","18.7","","10.0","","14.4","","3.6","","0.0","","0.2","","0.0","","0.2","","","","28","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-24","2017","09","24","","17.3","","9.1","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","13","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-25","2017","09","25","","17.1","","11.5","","14.3","","3.7","","0.0","","2.6","","0.0","","2.6","","","","14","","28",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-26","2017","09","26","","21.2","","10.9","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","29","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-27","2017","09","27","","22.8","","10.7","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","6","","20",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-28","2017","09","28","","26.5","","10.2","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","","","2","","17",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-29","2017","09","29","","20.1","","11.1","","15.6","","2.4","","0.0","","1.2","","0.0","","1.2","","","","24","","52",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-09-30","2017","09","30","","15.8","","8.0","","11.9","","6.1","","0.0","","4.2","","0.0","","4.2","","","","23","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-01","2017","10","01","","17.3","","7.2","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","","","32","","35",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-02","2017","10","02","","18.5","","6.7","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","","","1","","28",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-03","2017","10","03","","19.6","","5.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","","","32","","30",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-04","2017","10","04","","18.6","","3.6","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","5","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-05","2017","10","05","","17.8","","3.7","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","","","9","","17",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-06","2017","10","06","","17.1","","3.8","","10.5","","7.5","","0.0","","1.8","","0.0","","1.8","","","","22","","52",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-07","2017","10","07","","16.6","","6.1","","11.4","","6.6","","0.0","","0.0","T","0.0","","0.0","T","","","23","","39",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-08","2017","10","08","","14.9","","4.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","","","3","","26",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-09","2017","10","09","","13.1","","3.3","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","","","9","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-10","2017","10","10","","13.1","","6.6","","9.9","","8.1","","0.0","","0.5","","0.0","","0.5","","","","23","","37",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-11","2017","10","11","","12.3","","3.2","","7.8","","10.2","","0.0","","0.8","","0.0","","0.8","","","","7","","22",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-12","2017","10","12","","11.8","","3.2","","7.5","","10.5","","0.0","","0.6","","0.0","","0.6","","","","16","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-13","2017","10","13","","12.4","","2.3","","7.4","","10.6","","0.0","","0.2","","0.0","","0.2","","","","3","","35",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-14","2017","10","14","","10.1","","1.2","","5.7","","12.3","","0.0","","0.0","T","0.0","","0.0","T","","","14","","37",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-15","2017","10","15","","14.9","","3.7","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","7","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-16","2017","10","16","","13.2","","10.0","","11.6","","6.4","","0.0","","0.0","T","0.0","","0.0","T","","","14","","43",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-17","2017","10","17","","15.9","","5.8","","10.9","","7.1","","0.0","","6.0","","0.0","","6.0","","","","18","","48",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-18","2017","10","18","","12.8","","3.9","","8.4","","9.6","","0.0","","49.0","","0.0","","49.0","","","","14","","61",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-19","2017","10","19","","13.1","","8.1","","10.6","","7.4","","0.0","","8.8","","0.0","","8.8","","","","14","","37",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-20","2017","10","20","","13.4","","4.0","","8.7","","9.3","","0.0","","2.2","","0.0","","2.2","","","","25","","50",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-21","2017","10","21","","14.4","","7.6","","11.0","","7.0","","0.0","","17.8","","0.0","","17.8","","","","15","","48",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-22","2017","10","22","","15.6","","7.7","","11.7","","6.3","","0.0","","4.4","","0.0","","4.4","","","","23","","48",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-23","2017","10","23","","13.3","","7.6","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","","","16","","20",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-24","2017","10","24","","16.7","","5.0","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","","","28","","17",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-25","2017","10","25","","16.6","","5.6","","11.1","","6.9","","0.0","","0.2","","0.0","","0.2","","","","19","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-26","2017","10","26","","15.6","","5.4","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","","","2","","24",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-27","2017","10","27","","18.6","","4.9","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","","","31","","19",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-28","2017","10","28","","17.7","","5.5","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","9","","17",""
"-123.43","48.65","VICTORIA INTL A","1018621","2017-10-29","2017","10","29","","19.8","","5.7","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","","","4","","39",""
